Good Teachers Explain: Explanation-Enhanced Knowledge Distillation,Amin Parchami-Araghi*; Moritz Böhle; Sukrut Rao; Bernt Schiele
PYRA: Parallel Yielding Re-Activation for Training-Inference Efficient Task Adaptation,Yizhe Xiong; Hui Chen*; Tianxiang Hao; Zijia Lin; Jungong Han; Yuesong Zhang; Guoxin Wang; Yongjun Bao; Guiguang Ding
Distill Gold from Massive Ores: Bi-level Data Pruning towards Efficient Dataset Distillation,Yue Xu; Yong-Lu Li*; Kaitong Cui; Ziyu Wang; Cewu Lu; Yu-Wing Tai; Chi-Keung Tang
Dataset Distillation by Automatic Training Trajectories,Dai Liu*; Jindong Gu*; Hu Cao; Carsten Trinitis; Martin Schulz*
"Refine, Discriminate and Align: Stealing Encoders via Sample-Wise Prototypes and Multi-Relational Extraction",Shuchi Wu*; Chuan Ma*; Kang Wei*; Xiaogang XU; Ming Ding; Yuwen Qian; Di Xiao; Tao Xiang
Graph Neural Network Causal Explanation via Neural Causal Models,Arman Behnam*; Binghui Wang
Optimization-based Uncertainty Attribution Via Learning Informative Perturbations,Hanjing Wang*; Bashirul Azam Biswas; Qiang Ji
Generalizable Symbolic Optimizer Learning,Xiaotian Song; Peng Zeng; Yanan Sun*; Andy Song
CLR-GAN: Improving GANs Stability and Quality via Consistent Latent Representation and Reconstruction,Shengke Sun; Ziqian Luan; Zhanshan Zhao*; Shijie Luo; Shuzhen Han*
Nickel and Diming Your GAN: A Dual-Method Approach to Enhancing GAN Efficiency via Knowledge Distillation,Sangyeop Yeo; Yoojin Jang; Jaejun Yoo*
Exploiting Supervised Poison Vulnerability to Strengthen Self-Supervised Defense,Jeremy Styborski*; Mingzhi Lyu*; Yi Huang*; Adams Kong*
SSL-Cleanse: Trojan Detection and Mitigation in Self-Supervised Learning,Mengxin Zheng*; Jiaqi Xue; Zihao Wang; Xun Chen; Qian Lou; Lei Jiang; Xiaofeng Wang
Zero-Shot Detection of AI-Generated Images,Davide Cozzolino; GIovanni Poggi; Matthias Niessner; Luisa Verdoliva*
MobileNetV4: Universal Models for the Mobile Ecosystem,Danfeng Qin*; Chas H Leichner; Manolis Delakis; Marco Fornoni; Shixin Luo; Fan Yang; Weijun Wang; Colby Banbury; Chengxi Ye; Berkin Akin; Vaibhav Aggarwal; Tenghui Zhu; Daniele Moro; Andrew Howard
Fast Diffusion-Based Counterfactuals for Shortcut Removal and Generation,Nina Weng*; Paraskevas Pegios; Eike Petersen; Aasa Feragen; Siavash Arjomand Bigdeli
Adaptive Parametric Activation,Konstantinos P Alexandridis*; Jiankang Deng; Anh Nguyen; Shan Luo
CLIFF: Continual Latent Diffusion for Open-Vocabulary Object Detection,Wuyang Li; Xinyu Liu; Jiayi Ma; Yixuan Yuan*
Dataset Enhancement with Instance-Level Augmentations,Orest Kupyn*; Christian Rupprecht
Efficient Bias Mitigation Without Privileged Information,Mateo Espinosa Zarlenga*; Swami Sankaranarayanan; Jerone T. A. Andrews; Zohreh Shams; Mateja Jamnik; Alice Xiang
"On Calibration of Object Detectors: Pitfalls, Evaluation and Baselines",Selim Kuzucu*; Kemal Oksuz*; Jonathan Sadeghi; Puneet Dokania
Momentum Auxiliary Network for Supervised Local Learning,Junhao Su; Changpeng Cai; Feiyu Zhu; Chenghao He; Xiaojie Xu; Dongzhi Guan*; Chenyang Si*
From Fake to Real: Pretraining on Balanced Synthetic Images to Prevent Spurious Correlations in Image Recognition,Maan Qraitem*; Kate Saenko; Bryan A. Plummer
Projecting Points to Axes: Oriented Object Detection via Point-Axis Representation,Zeyang Zhao; Qilong Xue; Yifan Bai; Yuhang He; Xing Wei*; Yihong Gong
Relation DETR: Exploring Explicit Position Relation Prior for Object Detection,Xiuquan Hou; Meiqin Liu*; Senlin Zhang; Ping Wei; Badong Chen; Xuguang Lan
ConDense: Consistent 2D-3D Pre-training for Dense and Sparse Features from Multi-View Images,Xiaoshuai Zhang*; Zhicheng Wang; Howard Zhou; Soham Ghosh; Danushen L Gnanapragasam; Varun Jampani; Hao Su; Leonidas Guibas
ADen: Adaptive Density Representations for Sparse-view Camera Pose Estimation,Hao Tang; Weiyao Wang; Pierre Gleize; Matt Feiszli*
COMO: Compact Mapping and Odometry,Eric Dexheimer*; Andrew Davison
Camera Calibration using a Collimator System,Shunkun Liang; Banglei Guan*; Zhenbao Yu; Pengju Sun; Yang Shang
Correspondences of the Third Kind: Camera Pose Estimation from Object Reflection,Kohei Yamashita*; Vincent Lepetit; Ko Nishino
Physics-Free Spectrally Multiplexed Photometric Stereo under Unknown Spectral Composition,Satoshi Ikehata*; Yuta Asano
SPVLoc: Semantic Panoramic Viewport Matching for 6D Camera Localization in Unseen Environments,Niklas Gard*; Anna Hilsmann; Peter Eisert
"Smoothness, Synthesis, and Sampling: Re-thinking Unsupervised Multi-View Stereo with DIV Loss",Alex Rich*; Noah Stier; Pradeep Sen; Tobias Hollerer
Six-Point Method for Multi-Camera Systems with Reduced Solution Space,Banglei Guan; Ji Zhao*; Laurent Kneip
Scene Coordinate Reconstruction: Posing of Image Collections via Incremental Learning of a Relocalizer,Eric Brachmann*; Jamie Wynn; Shuai Chen; Tommaso Cavallari; Aron Monszpart; Daniyar Turmukhambetov; Victor Adrian Prisacariu
Grounding Image Matching in 3D with MASt3R,Vincent Leroy*; Yohann Cabon; Jerome Revaud
EDTalk: Efficient Disentanglement for Emotional Talking Head Synthesis,Shuai Tan*; Bin Ji; Mengxiao Bi; ye pan*
TextDiffuser-2: Unleashing the Power of Language Models for Text Rendering,Jingye Chen*; Yupan Huang; Tengchao Lv; Lei Cui; Qifeng Chen; Furu Wei
Accelerating Image Generation with Sub-path Linear Approximation Model,Chen Xu; Tianhui Song; Weixin Feng; Xubin Li; Tiezheng Ge; Bo Zheng; Limin Wang*
SphereHead: Stable 3D Full-head Synthesis with Spherical Tri-plane Representation,Heyuan Li*; Ce Chen; Tianhao Shi; Yuda Qiu; Sizhe An; Guanying CHEN; Xiaoguang Han*
Action2Sound: Ambient-Aware Generation of  Action Sounds from Egocentric Videos,Changan Chen*; Puyuan Peng; Ami Baid; Zihui Xue; Wei-Ning Hsu; David Harwath; Kristen Grauman
LLMGA: Multimodal Large Language Model based Generation Assistant,bin xia*; Shiyin Wang; Yingfan Tao; Yitong Wang; Jiaya Jia
FlashTex: Fast Relightable Mesh Texturing with LightControlNet,Kangle Deng*; Timothy Omernick; Alexander B Weiss; Deva Ramanan; Jun-Yan Zhu; Tinghui Zhou; Maneesh Agrawala
Bridging the Gap: Studio-like Avatar Creation from a Monocular Phone Capture,ShahRukh Athar*; Shunsuke Saito; Stanislav Pidhorskyi; Zhengyu Yang; Chen Cao
TexDreamer: Towards Zero-Shot High-Fidelity 3D Human Texture Generation,Yufei Liu; Junwei Zhu; Junshu Tang; Shijie Zhang; Jiangning Zhang; Weijian Cao; Chengjie Wang; Yunsheng Wu; Dongjin Huang*
EMO: Emote Portrait Alive - Generating Expressive Portrait Videos with Audio2Video Diffusion Model under Weak Conditions,Linrui Tian*; Qi Wang*; Bang Zhang*; Liefeng Bo*
EmoTalk3D: High-Fidelity Free-View Synthesis of Emotional 3D Talking Head,Qianyun He; Xinya Ji; Yicheng Gong; Yuanxun Lu; Zhengyu Diao; Linjia Huang; Yao Yao; Siyu Zhu; Zhan Ma; Songcen Xu; Xiaofei Wu; Zixiao Zhang; Xun Cao; Hao Zhu*
3D Gaussian Parametric Head Model,Yuelang Xu; Lizhen Wang; Zerong Zheng; Zhaoqi Su; Yebin Liu*
Avatar Fingerprinting for Authorized Use of Synthetic Talking-Head Videos,Ekta Prashnani*; Koki Nagano; Shalini De Mello; David P Luebke; Orazio Gallo
RodinHD: High-Fidelity 3D Avatar Generation with Diffusion Models,Bowen Zhang; Yiji Cheng; Chunyu Wang*; Ting Zhang; Jiaolong Yang; Yansong Tang; Feng Zhao; Dong Chen; Baining Guo
PhysAvatar: Learning the Physics of Dressed 3D Avatars from Visual Observations,Yang Zheng*; Qingqing Zhao; Guandao Yang; Wang Yifan; Donglai Xiang; Florian Dubost; Dmitry Lagun; Thabo Beeler; Federico Tombari; Leonidas Guibas; Gordon Wetzstein
COMPOSE: Comprehensive Portrait Shadow Editing,Andrew Z Hou*; Zhixin Shu; Xuaner Zhang; He Zhang; Yannick Hold-Geoffroy; Jae Shin Yoon; Xiaoming Liu
GLARE: Low Light Image Enhancement via Generative Latent Feature based Codebook Retrieval,Han Zhou; Wei Dong; Xiaohong Liu*; Shuaicheng Liu; Xiongkuo Min; Guangtao Zhai; Jun Chen*
Optimizing Illuminant Estimation in Dual-Exposure HDR Imaging,Mahmoud Afifi*; Zhenhua Hu; Liang Liang
Holodepth: Programmable Depth-Varying Projection via Computer-Generated Holography,Dorian Chan*; Matthew O'Toole; Sizhuo Ma; Jian Wang*
BeNeRF:Neural Radiance Fields from a Single Blurry Image and Event Stream,Wenpu Li; Pian Wan; Peng Wang; Jinghang Li; Yi Zhou; Peidong Liu*
VEGS: View Extrapolation of Urban Scenes in 3D Gaussian Splatting using Learned Priors,Sungwon Hwang; Min-Jung Kim; Taewoong Kang; Jayeon Kang; Jaegul Choo*
G3R: Gradient Guided Generalizable Reconstruction,Yun Chen*; Jingkang Wang; Ze Yang; Sivabalan Manivasagam*; Raquel Urtasun*
Efficient NeRF Optimization - Not All Samples Remain Equally Hard,Juuso Korhonen*; Goutham Rangu; Hamed Rezazadegan Tavakoli; Juho Kannala
BAGS: Blur Agnostic Gaussian Splatting through Multi-Scale Kernel Modeling,Cheng Peng*; Yutao Tang; Yifan Zhou; Nengyu Wang; Xijun Liu; Deming Li; Rama Chellappa
SlotLifter: Slot-guided Feature Lifting for Learning Object-Centric Radiance Fields,Yu Liu; Baoxiong Jia*; Yixin Chen; Siyuan Huang
RS-NeRF: Neural Radiance Fields from Rolling Shutter Images,Muyao Niu; Tong Chen; Yifan Zhan; Zhuoxiao Li; Xiang Ji; Yinqiang Zheng*
Geometry Fidelity for Spherical Images,Anders Christensen*; Nooshin Mojab*; Khushman Patel; Karan Ahuja; Zeynep Akata; Ole Winther; Mar Gonzalez Franco; Andrea Colaco
CPT-VR: Improving Surface Rendering via Closest Point Transform with View-Reflection Appearance,Zhipeng Hu; Yongqiang Zhang*; Chen Liu; Lincheng Li*; Sida Peng; Xiaowei Zhou; Changjie Fan; Xin Yu
MetaCap: Meta-learning Priors from Multi-View Imagery for Sparse-view Human Performance Capture and Rendering,Guoxing Sun*; Rishabh Dabral; Pascal Fua; Christian Theobalt; Marc Habermann
Radiative Gaussian Splatting for Efficient X-ray Novel View Synthesis,Yuanhao Cai*; Yixun Liang; Jiahao Wang; Angtian Wang; Yulun Zhang; Xiaokang Yang; Zongwei Zhou; Alan Yuille
GGRt: Towards Generalizable 3D Gaussians without Pose Priors in Real-Time,Hao Li; Yuanyuan Gao; Dingwen Zhang*; Chenming Wu; YALUN DAI; Chen Zhao; Haocheng Feng; Errui Ding; Jingdong Wang; Junwei Han
Neural graphics texture compression supporting random access,Farzad Farhadzadeh*; Qiqi Hou; Hoang Le; Amir Said; Randall R Rauwendaal; Alex Bourd; Fatih Porikli
GS2Mesh: Surface Reconstruction from Gaussian Splatting via Novel Stereo Views,Yaniv Wolf*; Amit Bracha; Ron Kimmel
A Compact Dynamic 3D Gaussian Representation for Real-Time Dynamic View Synthesis,Kai Katsumata*; Duc Minh Vo; Hideki Nakayama
Click-Gaussian: Interactive Segmentation to Any 3D Gaussians,Seokhun Choi; Hyeonseop Song; Jaechul Kim; Taehyeong Kim*; Hoseok Do*
McGrids: Monte Carlo-Driven Adaptive Grids for Iso-Surface Extraction,Daxuan Ren*; Hezi Shi; Jianmin Zheng; Jianfei Cai
latentSplat: Autoencoding Variational Gaussians for Fast Generalizable 3D Reconstruction,Christopher Wewer*; Kevin Raj; Eddy Ilg; Bernt Schiele; Jan E. Lenssen*
Non-parametric Sensor Noise Modeling and Synthesis,Ali Mosleh*; Luxi Zhao; Atin Vikram Singh; Jaeduk Han; Abhijith Punnappurath; Marcus A Brubaker; Jihwan Choe; Michael S Brown
UpFusion: Novel View Diffusion from Unposed Sparse View Observations,Bharath Raj Nagoor Kani*; Hsin-Ying Lee; Sergey Tulyakov; Shubham Tulsiani
MVDD: Multi-View Depth Diffusion Models,Zhen Wang*; Qiangeng Xu; Feitong Tan; Menglei Chai; Shichen Liu; Rohit Pandey; Sean Fanello; Achuta Kadambi; Yinda Zhang
LGM: Large Multi-View Gaussian Model for High-Resolution 3D Content Creation,Jiaxiang Tang*; Zhaoxi Chen; Xiaokang Chen; Tengfei Wang; Gang Zeng; Ziwei Liu
Hypernetworks for Generalizable BRDF Representation,Fazilet Gokbudak*; Alejandro Sztrajman; Chenliang Zhou; Fangcheng Zhong; Rafal Mantiuk; A. Cengiz Oztireli
High-Fidelity 3D Textured Shapes Generation by Sparse Encoding and Adversarial Decoding,Qi Zuo*; Xiaodong Gu; Yuan Dong; Zhengyi Zhao; Weihao Yuan; Qiu Lingteng; Liefeng Bo; Zilong Dong
Structured-NeRF: Hierarchical Scene Graph with Neural Representation,Zhide Zhong; Jiakai Cao; songen gu; Sirui Xie; Liyi Luo; Hao Zhao; Guyue Zhou; Haoang Li; Zike Yan*
3D-GOI: 3D GAN Omni-Inversion for Multifaceted and Multi-object Editing,Haoran Li; Long Ma; Haolin Shi; Yanbin Hao; Yong Liao*; Lechao Cheng; Peng Yuan Zhou*
Free-Editor: Zero-shot Text-driven 3D Scene Editing,Nazmul Karim*; Hasan Iqbal; Umar Khalid; Chen Chen; Jing Hua
Texture-GS: Disentangle the Geometry and Texture for 3D Gaussian Splatting Editing,Tianxing Xu*; Wenbo Hu; Yu-Kun Lai; Ying Shan; Song-Hai Zhang
VCD-Texture: Variance Alignment based 3D-2D Co-Denoising for Text-Guided Texturing,Shang Liu*; Chaohui Yu; Chenjie Cao; Wen Qian; Fan Wang*
UniDream: Unifying Diffusion Priors for Relightable Text-to-3D Generation,Zexiang Liu; Yangguang Li; Youtian Lin; Xin Yu; Sida Peng; Yan-Pei Cao; Xiaojuan Qi; Xiaoshui Huang; Ding Liang*; Wanli Ouyang
ScaleDreamer: Scalable Text-to-3D Synthesis with Asynchronous Score Distillation,Zhiyuan Ma*; Yuxiang Wei; Yabin Zhang; Xiangyu Zhu; Zhen Lei; Lei Zhang
DreamView: Injecting View-specific Text Guidance into Text-to-3D Generation,Junkai Yan; Yipeng Gao; Qize Yang; Xihan Wei; Xuansong Xie; Ancong Wu*; WEI-SHI ZHENG*
SceneTeller: Language-to-3D Scene Generation,Basak Melis Ocal*; Maxim Tatarchenko; Sezer Karaoglu; Theo Gevers
Text to Layer-wise 3D Clothed Human Generation,Junting Dong*; Qi Fang; Zehuan Huang; Xudong XU; Jingbo Wang; Sida Peng; Bo Dai
ShoeModel: Learning to Wear on the User-specified Shoes via Diffusion Model,Wenyu Li*; Binghui Chen; Yifeng Geng; Xuansong Xie; Wangmeng Zuo
D4-VTON: Dynamic Semantics Disentangling for Differential Diffusion based Virtual Try-On,Zhaotong Yang; Zicheng Jiang; Xinzhe Li; Huiyu Zhou; Junyu Dong; Huaidong Zhang; Yong Du*
Within the Dynamic Context: Inertia-aware 3D Human Modeling with Pose Sequence,Yutong Chen; Yifan Zhan; Zhihang Zhong*; Wei Wang; Xiao Sun*; Yu Qiao; Yinqiang Zheng
Ponymation: Learning Articulated 3D Animal Motions from Unlabeled Online Videos,Keqiang Sun; Dor Litvak; Yunzhi Zhang; Hongsheng Li; Jiajun Wu*; Shangzhe Wu*
Temporal Residual Jacobians for Rig-free Motion Transfer,Sanjeev Muralikrishnan*; Niladri Shekhar Dutt; Siddhartha Chaudhuri; Noam Aigerman; Vladimir Kim; Matthew Fisher; Niloy Mitra
PosterLlama: Bridging Design Ability of Langauge Model to Content-Aware Layout Generation,Jaejung Seol; SeoJun Kim; Jaejun Yoo*
GroundUp: Rapid Sketch-Based 3D City Massing,Gizem Esra Unlu*; Mohamed Sayed; Yulia Gryaditskaya; Gabriel Brostow
DiscoMatch: Fast Discrete Optimisation for Geometrically Consistent 3D Shape Matching,Paul Roetzer*; Ahmed Abbas*; Dongliang Cao; Florian Bernard; Paul Swoboda
FRI-Net: Floorplan Reconstruction via Room-wise Implicit Representation,Honghao Xu; Juzhan Xu; Zeyu Huang; Pengfei Xu; Hui Huang; Ruizhen Hu*
"PointNeRF++: A multi-scale, point-based Neural Radiance Field",Weiwei Sun; Eduard Trulls; Yang-Che Tseng; Sneha Sambandam; Gopal Sharma; Andrea Tagliasacchi; Kwang Moo Yi*
Continuous SO(3) Equivariant Convolution for 3D Point Cloud Analysis,Jaein Kim; HEE BIN YOO; Dong-Sig Han; Yeon-Ji Song; Byoung-Tak Zhang*
UMERegRobust – Universal Manifold Embedding Compatible Features for Robust Point Cloud Registration,Yuval Haitman*; Amit Efraim; Joseph M Francos
FrePolad: Frequency-Rectified Point Latent Diffusion for Point Cloud Generation,Chenliang Zhou*; Fangcheng Zhong; Param Hanji; Zhilin Guo; Kyle Thomas Fogarty; Alejandro Sztrajman; Hongyun Gao; A. Cengiz Oztireli
Learning to Adapt SAM for Segmenting Cross-domain Point Clouds,Xidong Peng; Runnan Chen; Feng Qiao; Lingdong Kong; Youquan Liu; Yujing Sun; Tai Wang; Xinge Zhu*; Yuexin Ma*
Osmosis: RGBD Diffusion Prior for Underwater Image Restoration,Opher Bar Nathan*; Deborah Levy; Tali Treibitz; Dan Rosenbaum
Differentiable Product Quantization for Memory Efficient Camera Relocalization,Zakaria Laskar*; Iaroslav Melekhov; Assia Benbihi; Shuzhe Wang; Juho Kannala
RING-NeRF : Rethinking Inductive Biases for Versatile and Efficient Neural Fields,Doriand Petit*; Steve Bourgeois; Dumitru Pavel; Vincent Gay-Bellile; Florian Chabot; Loïc Barthe
Light-in-Flight for a World-in-Motion,Jongho Lee*; Ryan J Suess; Mohit Gupta
Binomial Self-compensation for Motion Error in Dynamic 3D Scanning,Geyou Zhang; Ce Zhu*; Kai Liu
Non-Line-of-Sight Estimation of Fast Human Motion with Slow Scanning Imagers,Javier Grau Chopite*; Patrick Hähn; Matthias B Hullin*
Synchronization of Projective Transformations,Rakshith Madhavan*; Andrea Fusiello; Federica Arrigoni
Semicalibrated Relative Pose from an Affine Correspondence and Monodepth,Petr Hruby*; Marc Pollefeys; Daniel Barath
GMM-IKRS: Gaussian Mixture Models for Interpretable Keypoint Refinement and Scoring,Emanuele Santellani*; Martin Zach; Christian Sormann; Mattia Rossi; Andreas Kuhn; Friedrich Fraundorfer
LRSLAM: Low-rank Representation of Signed Distance Fields in Dense Visual SLAM System,Hongbeen Park; Minjeong Park; Giljoo Nam; Jinkyu Kim*
SRPose: Two-view Relative Pose Estimation with Sparse Keypoints,Rui Yin; Yulun Zhang; Zherong Pan; Jianjun Zhu; Cheng Wang; Biao Jia*
Alignist: CAD-Informed Orientation Distribution Estimation by Fusing Shape and Correspondences,Shishir Reddy Vutukur*; Junwen Huang; Rasmus Laurvig Haugaard; Benjamin Busam; Tolga Birdal
U-COPE: Taking a Further Step to Universal 9D Category-level Object Pose Estimation,li zhang*; Weiqing Meng; Yan Zhong; Bin Kong; Mingliang Xu; Jianming Du; Xue Wang; Rujing Wang; Liu Liu
EgoPoseFormer: A Simple Baseline for Stereo  Egocentric 3D Human Pose Estimation,Chenhongyi Yang*; Anastasia Tkach; Shreyas Hampali; Linguang Zhang; Elliot J Crowley; Cem Keskin
Multi-HMR: Multi-Person Whole-Body Human Mesh Recovery in a Single Shot,Fabien Baradel*; Thomas LUCAS; Matthieu Armando; Salma Galaaoui; Romain Brégier; Philippe Weinzaepfel; Gregory Rogez
Cut out the Middleman: Revisiting Pose-based Gait Recognition,Yang Fu; Saihui Hou*; Shibei Meng; Xuecai Hu*; Chunshui Cao; Xu Liu; Yongzhen Huang
Are Synthetic Data Useful for Egocentric Hand-Object Interaction Detection?,Rosario Leonardi*; Antonino Furnari; Francesco Ragusa; Giovanni Maria Farinella
EgoPoser: Robust Real-Time Egocentric Pose Estimation from Sparse and Intermittent Observations Everywhere,Jiaxi Jiang*; Paul Streli; Manuel Meier; Christian Holz
3D Hand Sequence Recovery from Real Blurry Images and Event Stream,JoonKyu Park; Gyeongsik Moon; Weipeng Xu; Evan Kaseman; Takaaki Shiratori; Kyoung Mu Lee*
Dense Hand-Object(HO) GraspNet with Full Grasping Taxonomy and Dynamics,Woojin Cho; Jihyun Lee; Minjae Yi; Minje Kim; Taeyun Woo; Donghwan Kim; Taewook Ha; Hyokeun Lee; Je-Hwan Ryu; Woontack Woo; Tae-Kyun (T-K) Kim*
Learning Cross-hand Policies of High-DOF Reaching and Grasping,Qijin She; Shishun Zhang; Yunfan Ye; Ruizhen Hu; Kai Xu*
Free-Viewpoint Video of Outdoor Sports Using a Drone,Zhengdong Hong*
Unsupervised Exposure Correction,Ruodai Cui*; Li Niu; Guosheng Hu
Improving Domain Generalization in Self-Supervised Monocular Depth Estimation via Stabilized Adversarial Training,Yuanqi Yao*; Gang Wu; Kui Jiang; Siao Liu; Jian Kuai; Xianming Liu; Junjun Jiang*
Deep Cost Ray Fusion for Sparse Depth Video Completion,Jungeon Kim; Soongjin Kim; Jaesik Park; Seungyong Lee*
PatchRefiner: Leveraging Synthetic Data for Real-Domain High-Resolution Monocular Metric Depth Estimation,Zhenyu Li*; Shariq Farooq Bhat; Peter Wonka
Depth on Demand: Streaming Dense Depth from a Low Frame Rate Active Sensor,Andrea Conti*; Matteo Poggi; Valerio Cambareri; Stefano Mattoccia
UniCal: Unified Neural Sensor Calibration,Ze Yang*; George G Chen; Haowei Zhang; Kevin Ta; Ioan Andrei Bârsan; Daniel Murphy; Sivabalan Manivasagam*; Raquel Urtasun*
Multi-modal Crowd Counting via a Broker Modality,Haoliang Meng; Xiaopeng Hong*; Chenhao Wang; Miao Shang; Wangmeng Zuo
OPEN: Object-wise Position Embedding for Multi-view 3D Object Detection,Jinghua Hou; Tong Wang; Xiaoqing Ye; Zhe Liu; Shi Gong; Xiao Tan; Errui Ding; Jingdong Wang; Xiang Bai*
FSD-BEV: Foreground Self-Distillation for Multi-view 3D Object Detection,Zheng Jiang; Jinqing Zhang; Yanan Zhang; Qingjie Liu*; Zhenghui HU*; Baohui Wang; Yunhong Wang
MARs: Multi-view Attention Regularizations for Patch-based Feature Recognition of Space Terrain,Timothy Chase Jr*; Karthik Dantu
SparseRadNet: Sparse Perception Neural Network on Subsampled Radar Data,Jialong Wu*; Mirko Meuter; Markus Schoeler; Matthias Rottmann
UniM2AE: Multi-modal Masked Autoencoders with Unified 3D Representation for 3D Perception in Autonomous Driving,Jian Zou; Tianyu Huang; Guanglei Yang*; Zhenhua Guo; Tao Luo*; Chun-Mei Feng; Wangmeng Zuo
DeTra: A Unified Model for Object Detection and Trajectory Forecasting,Sergio Casas*; Ben T Agro; Jiageng Mao; Thomas Gilles; ALEXANDER Y CUI; Enxu Li; Raquel Urtasun
RoScenes: A Large-scale Multi-view 3D Dataset for Roadside Perception,Xiaosu Zhu; Hualian Sheng; Sijia Cai; Bing Deng; Shaopeng Yang; Qiao Liang; Ken Chen; Lianli Gao; Jingkuan Song*; Jieping Ye*
Street Gaussians: Modeling Dynamic Urban Scenes with Gaussian Splatting,Yunzhi Yan*; Haotong Lin; Chenxu Zhou; Weijie Wang; Haiyang Sun; Kun Zhan; Xianpeng Lang; Xiaowei Zhou; Sida Peng*
PredBench: Benchmarking Spatio-Temporal Prediction across Diverse Disciplines,ZiDong Wang*; Zeyu Lu*; Di Huang*; Tong He; Xihui Liu; Wanli Ouyang; Lei Bai*
Sparse Refinement for Efficient High-Resolution Semantic Segmentation,Zhijian Liu; Zhuoyang Zhang; Samir Khaki; Shang Yang; Haotian Tang; Chenfeng Xu; Kurt Keutzer; Song Han*
InsMapper: Exploring Inner-instance Information for Vectorized HD Mapping,zhenhua xu*; Kwan-Yee K. Wong; Hengshuang Zhao
PreSight: Enhancing Autonomous Vehicle Perception with City-Scale NeRF Priors,Tianyuan Yuan*; Yucheng Mao; Jiawei Yang; Yicheng LIU; Yue Wang; Hang Zhao*
Unified Local-Cloud Decision-Making via Reinforcement Learning,Kathakoli Sengupta; Zhongkai Shangguan; Sandesh Bharadwaj; Sanjay Arora; Eshed Ohn-Bar*; Renato Mancuso
Generative End-to-End Autonomous Driving,Wenzhao Zheng; Ruiqi Song; Xianda Guo*; Chenming Zhang; Long Chen
MART: MultiscAle Relational Transformer Networks for Multi-agent Trajectory Prediction,Seongju Lee; Junseok Lee; Yeonguk Yu; Taeri Kim; Kyoobin Lee*
Improving Agent Behaviors with RL Fine-tuning for Autonomous Driving,Zhenghao Peng; Wenjie Luo; Yiren Lu*; Tianyi Shen; Cole Gulino; Ari Seff; Justin Fu
LayeredFlow: A Real-World Benchmark for Non-Lambertian Multi-Layer Optical Flow,Hongyu Wen*; Erich Liang; Jia Deng
Decomposition Betters Tracking Everything Everywhere,Rui Li; Dong Liu*
Match-Stereo-Videos: Bidirectional Alignment for Consistent Dynamic Stereo Matching,Junpeng Jing*; Ye Mao; Krystian Mikolajczyk*
Efficient Learning of Event-based Dense Representation using Hierarchical Memories with Adaptive Update,Uday Kamal*; Saibal Mukhopadhyay
Towards Real-world Event-guided Low-light Video Enhancement and Deblurring,Taewoo Kim; Jaeseok Jeong; Hoonhee Cho; Yuhwan Jeong; Kuk-Jin Yoon*
Understanding Physical Dynamics with Counterfactual World Modeling,Rahul Venkatesh*; Honglin Chen*; Kevin Feigelis; Daniel M Bear; Khaled Jedoui; Klemen Kotar; Felix J Binder; Wanhee Lee; Sherry Liu; Kevin Smith; Judith E. Fan; Daniel Yamins
Prompting Future Driven Diffusion Model for Hand Motion Prediction,Bowen Tang*; Kaihao Zhang*; Wenhan Luo*; Wei Liu; HONGDONG LI
Nymeria: A Massive Collection of Egocentric Multi-modal Human Motion in the Wild,Lingni Ma*; Yuting Ye; Rowan Postyeni; Alexander J Gamino; Vijay Baiyya; Luis Pesqueira; Kevin M Bailey; David Soriano Fosas; Fangzhou Hong; Vladimir Guzov; Yifeng Jiang; Hyo Jin Kim; Jakob Engel; Karen Liu; Ziwei Liu; Renzo De Nardi; Richard Newcombe
Motion Mamba: Efficient and Long Sequence Motion Generation,Zeyu Zhang; Akide Liu; Ian Reid; RICHARD HARTLEY; Bohan Zhuang; Hao Tang*
TLControl: Trajectory and Language Control for Human Motion Synthesis,Weilin Wan*; Zhiyang Dou; Taku Komura; Wenping Wang; Dinesh Jayaraman; Lingjie Liu
ParCo: Part-Coordinating Text-to-Motion Synthesis,Qiran Zou; Shangyuan Yuan; Shian Du; Yu Wang; Chang Liu; Yi Xu; Jie Chen; Xiangyang Ji*
BAMM: Bidirectional Autoregressive Motion Model,Ekkasit Pinyoanuntapong*; Muhammad Usama Saleem; Pu Wang; Minwoo Lee; Srijan Das; Chen Chen
Pose Guided Fine-Grained Sign Language Video Generation,Tongkai Shi; Lianyu Hu; Fanhua Shang; Jichao Feng; liu peidong; Wei Feng*
DreamMover: Leveraging the Prior of Diffusion Models for Image Interpolation with Large Motion,Liao Shen; Tianqi Liu; Huiqiang Sun; Xinyi Ye; Baopu Li; Jianming Zhang; Zhiguo Cao*
Animate Your Motion: Turning Still Images into Dynamic Videos,Mingxiao Li*; Bo Wan*; Sien Moens; Tinne Tuytelaars
V-Trans4Style: Visual Transition Recommendation for Video Production Style Adaptation,Pooja Guhan*; Tsung-Wei Huang; Guan-Ming Su; Subhadra Gopalakrishnan; Dinesh Manocha
DragVideo: Interactive Drag-style Video Editing,Yufan Deng; Ruida WANG; Yuhao ZHANG; Yu-Wing Tai*; Chi-Keung Tang*
StoryImager: A Unified and Efficient Framework for Coherent Story Visualization and Completion,Ming Tao*; Bingkun Bao*; Hao Tang; Yaowei Wang; Changsheng Xu
